30, 20, 1, 5, 0, 6
30, 20, 1, 6, 0, 6
30, 20, 1, 9, 0, 6
30, 20, 1, 10, 0, 6
30, 20, 2, 11, 0, 6
30, 20, 2, 12, 0, 6
30, 20, 2, 15, 0, 6
30, 20, 2, 16, 0, 6
30, 20, 3, 19, 0, 6
30, 20, 3, 20, 0, 6
30, 20, 3, 21, 0, 6
30, 20, 3, 22, 0, 6
30, 20, 3, 23, 0, 6
30, 20, 3, 24, 0, 6
30, 20, 3, 3, 0, 3
30, 20, 4, 3, 0, 3
30, 20, 3, 4, 0, 4
30, 20, 3, 5, 0, 5
30, 20, 4, 4, 0, 4
30, 20, 4, 5, 0, 5
30, 19, 1, 5, 0, 6
30, 19, 1, 6, 0, 6
30, 19, 1, 7, 0, 6
30, 19, 1, 8, 0, 6
30, 19, 1, 9, 0, 6
30, 19, 1, 10, 0, 6
30, 19, 2, 11, 0, 6
30, 19, 2, 12, 0, 6
30, 19, 2, 13, 0, 6
30, 19, 2, 14, 0, 6
30, 19, 2, 15, 0, 6
30, 19, 2, 16, 0, 6
30, 19, 3, 23, 0, 6
30, 19, 3, 24, 0, 6
30, 19, 3, 25, 0, 6
30, 19, 3, 26, 0, 6
30, 18, 1, 5, 0, 6
30, 18, 1, 6, 0, 6
30, 18, 1, 9, 0, 6
30, 18, 1, 10, 0, 6
30, 18, 2, 11, 0, 6
30, 18, 2, 12, 0, 6
30, 18, 2, 13, 0, 6
30, 18, 2, 14, 0, 6
30, 18, 2, 15, 0, 6
30, 18, 2, 16, 0, 6
30, 18, 3, 19, 0, 6
30, 18, 3, 20, 0, 6
30, 18, 3, 23, 0, 6
30, 18, 3, 24, 0, 6
30, 18, 3, 25, 0, 6
30, 18, 3, 26, 0, 6
30, 18, 1, 5, 1, 6
30, 18, 1, 6, 1, 6
30, 18, 1, 7, 1, 6
30, 18, 1, 8, 1, 6
30, 18, 1, 9, 1, 6
30, 18, 1, 10, 1, 6
30, 18, 2, 11, 1, 6
30, 18, 2, 12, 1, 6
30, 18, 2, 13, 1, 6
30, 18, 2, 14, 1, 6
30, 18, 3, 19, 1, 6
30, 18, 3, 20, 1, 6
30, 18, 3, 21, 1, 6
30, 18, 3, 22, 1, 6
30, 18, 3, 23, 1, 6
29, 20, 1, 5, 0, 6
29, 20, 1, 5, 1, 6
29, 20, 2, 12, 1, 6
29, 20, 2, 13, 0, 6
29, 19, 2, 11, 1, 6
29, 19, 1, 5, 0, 6
29, 19, 3, 3, 0, 3
29, 19, 3, 4, 0, 4
